conf,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34,c_35,c_36,c_37,c_38,c_39,c_40,c_41,c_42,c_43,c_44,c_45,c_46,c_47,c_48,c_49,c_50,c_51,c_52,c_53,c_54,c_55,c_56,c_57,c_58,c_59,c_60,c_61,c_62,c_63,c_64,c_65,c_66,c_67,c_68,c_69,c_70,c_71,c_72,c_73,c_74,c_75,c_76,c_77,c_78,c_79,c_80,c_81,c_82,c_83,c_84,c_85,c_86,c_87,c_88,c_89,c_90,c_91,c_92,c_93,c_94,c_95,c_96,c_97,c_98,c_99
conf_10,-0.15477805,-0.05188484,0.027225805,-0.13399856,0.29921213,0.35366803,0.22959155,0.20261934,-0.3185213,-0.1415798,0.055555988,0.4093134,-0.23041087,0.13342205,-0.075307555,-0.010497854,-0.487556,-0.050054852,-0.14928174,-0.09093716,-0.27324748,-0.09626177,-0.09948022,-0.16439755,0.095759526,0.1348352,-0.23258248,-0.22663583,-0.20463446,-0.17387223,0.06812902,-0.17328654,-0.028970204,0.07120754,-0.0071039805,-0.15142612,-0.07200067,-0.13745284,-0.20390014,0.19997588,-0.08819889,-0.21353886,-0.26744694,0.049836867,-0.18088338,-0.15407616,-0.5202383,0.076342024,0.3205512,0.24823235,0.21601877,0.11444258,0.14493287,-0.17188314,-0.069298014,0.15792353,0.22491856,0.12044708,0.032013506,-0.06281547,-0.15913367,-0.1135275,0.046275537,-0.10823423,0.2023421,-0.29811305,0.18434623,0.115824714,-0.17711407,0.2095924,-0.105942614,-0.07397044,-0.15420352,-0.2630121,0.12727414,-0.0142134605,-0.22169901,0.18402234,0.2919498,0.21499564,0.06591407,0.59895664,0.09382106,0.17621084,0.06309491,0.24307789,0.07075068,-0.021022437,-0.001533605,-0.14623626,0.008840817,-0.48474568,-0.23925252,0.2616915,0.020819454,-0.22519803,-0.15346746,0.2864454,-0.15029879,0.044675045
conf_11,0.017533652,-0.15592003,-0.004642911,-0.2604948,0.15901104,-0.24074963,0.01836132,0.1302055,-0.19097525,-0.08069663,-0.026786756,0.06733585,-0.09676584,0.12878405,-0.19898315,0.31387916,0.33888802,0.16540414,-0.20379001,0.029927125,0.04803364,-0.118725955,-0.31646705,-0.107948,0.20322743,-0.18558766,-0.15494066,-0.25464347,-0.2194878,0.41202942,0.20814408,-0.20095067,-0.13000523,0.35384202,-0.47446755,-0.10451451,-0.22736534,0.09213974,-0.16957854,-0.16876467,-0.07649377,-0.1715234,-0.15840249,-0.44780976,-0.10058768,-0.2105772,0.19898729,0.21299823,0.22313362,0.18744454,0.15763286,0.24095915,-0.058820207,-0.16204605,-0.1652099,0.10304901,0.25920236,0.17866287,-0.15039122,0.006820714,-0.20855841,-0.17004636,-0.11582355,-0.05015204,0.17822193,0.082501665,0.19434449,0.115274906,-0.026382789,0.14587387,-0.11550237,-0.4531362,-0.099397086,-0.03392261,0.18073684,0.340138,-0.10961334,0.004583043,0.09090161,0.09027879,0.013210173,-0.012177779,-0.017233046,0.1818353,0.26201776,0.18248403,-0.21969374,-0.15249442,0.07602114,-0.40519595,0.20466028,-0.3810152,-0.12693731,0.05176827,0.16985865,-0.1198441,-0.15113403,-0.124533,-0.12987798,0.23707585
conf_12,-0.116151735,-0.041868355,0.090113476,-0.048991486,0.24576753,0.09585641,0.18718445,0.09478326,-0.13857481,-0.09290763,0.03171383,0.17665038,-0.27190673,0.07028769,-0.30530733,0.12957728,-0.14770618,-0.1566722,-0.07112072,0.123689905,0.12840067,-0.07269823,-0.077619776,-0.18295702,0.16303124,0.016204348,-0.09241269,-0.09267397,-0.12444539,-0.066524185,0.0028884837,-0.120816775,0.02717077,0.14165714,-0.021465156,-0.2299026,-0.13139144,0.09885857,-0.24370028,0.29079235,-0.22814077,-0.25769755,-0.25106904,-0.15971254,-0.26418224,-0.2292813,-0.34135666,0.1045684,0.3680281,0.063484035,0.33174637,0.32212108,0.19801092,-0.23837373,-0.24960157,0.1713571,0.11161259,0.063599646,-0.12703931,0.27838916,-0.11782401,-0.08810721,-0.10297215,-0.07798179,0.115578555,-0.23662627,0.26712605,0.18011206,-0.2794215,0.17828833,-0.06261269,-0.20239002,-0.28613383,0.18670803,0.18649584,-0.09892912,-0.2088581,0.054785434,0.19952725,0.07544641,0.02374755,0.25113368,-0.1043093,0.213134,0.08941644,0.19999443,0.052670617,-0.12832619,0.18801418,-0.11595712,0.0010076157,0.023069823,-0.17600359,0.03469456,0.096243024,-0.17414431,-0.19546445,0.38958538,-0.12859051,-0.36612055
conf_13,-0.10678043,-0.08476951,-0.010359379,-0.18398511,-0.0064306795,-0.1917919,0.2191318,0.2797143,-0.17964953,-0.036745932,0.23139547,-0.016007949,-0.2735513,0.23719278,-0.18923241,0.17734163,-0.02901408,0.054101214,-0.10662345,0.12381176,0.054454867,-0.30871427,-0.3267965,-0.07523691,0.08966342,0.10344624,-0.08330811,-0.2626933,-0.18171996,0.15808831,0.18028386,-0.2087771,-0.16985653,0.21831042,-0.4629066,-0.14406276,0.020611476,-0.0014364315,-0.11830179,-0.04732746,-0.11555142,-0.10378492,-0.06243208,-0.07556829,-0.08222165,-0.3326426,-0.23163925,0.08757729,0.0957705,0.12984131,0.1457714,0.20253076,0.25387827,-0.17522871,-0.1810797,0.2577234,0.23197578,0.08653506,0.010832573,0.33329275,-0.15136492,-0.29312447,-0.2753589,0.057864524,0.2061267,0.13766637,0.2091192,0.114585675,0.28161487,0.124059886,-0.06122283,-0.3048345,-0.22013225,-0.39303198,0.298386,0.108178064,-0.29566976,0.044902463,0.2494246,0.1086142,0.121313944,-0.043975692,0.054092683,0.15321083,0.11755389,0.23482804,-0.14861488,-0.21493562,0.15187514,-0.23107123,0.2142325,-0.32100284,-0.164924,0.23464723,0.2874084,-0.14035055,-0.25235003,0.33812186,-0.10215395,0.20059176
conf_14,-0.24924566,-0.22916415,0.15216306,-0.14665009,0.27842483,0.028053744,0.028533626,0.1208949,-0.1729145,-0.22808325,-0.20051341,0.32160515,-0.14531362,0.22544353,-0.15023653,0.06419515,-0.0033450811,0.16096607,-0.16601805,0.24342585,0.009469523,-0.17331128,-0.050154716,-0.18658601,0.12045594,0.25710002,-0.23373862,-0.15406339,-0.11006418,0.14613593,0.19216298,-0.17966668,-0.32665604,0.047349017,-0.20326747,-0.21169586,-0.13373323,-0.25630924,-0.14124165,0.28457096,-0.10087028,-0.2251403,-0.20379564,-0.12493458,-0.2162303,-0.08217846,-0.22734825,0.07861717,0.3351149,0.104433365,0.22599788,0.17313191,-0.09113574,-0.1933714,-0.20837675,0.18304045,0.2059027,0.19145109,-0.22043118,0.05412308,-0.21183054,-0.18930691,-0.024090614,-0.04185868,0.2295539,-0.18315862,0.13207014,0.17268325,-0.032299645,0.25993252,-0.17651477,0.003762938,-0.19872971,-0.33808935,0.2573905,-0.4442388,-0.20873868,0.19308603,0.3364418,0.19335976,-0.097702645,0.0162207,0.043318808,0.20008513,0.13273308,0.08907832,0.026139928,-0.2659663,-0.24614808,-0.13977207,0.13242494,0.19166815,-0.22373442,0.06078012,0.09740262,-0.18227427,-0.18596265,0.20734094,-0.149638,-0.4841853
conf_15,-0.02166427,-0.109524585,0.19258466,-0.22881366,0.16285862,-0.051636897,-0.06402822,0.12599832,-0.22224548,-0.16764937,-0.22781132,0.05415751,-0.117135495,0.108024366,-0.045709085,0.20461121,0.031151688,-0.0919209,-0.2118406,-0.20453584,0.19260274,-0.22429855,-0.060543887,-0.078437544,0.14844386,0.29574344,-0.19935815,-0.19424868,-0.13620341,0.15773836,0.12781231,-0.20800982,-0.2687145,0.15491743,-0.21055178,-0.17238998,-0.19706964,0.1163099,-0.19848016,0.14486134,-0.13351834,-0.2182037,-0.2073487,-0.16109796,-0.17819197,-0.19612329,0.29714012,0.15924734,0.14025286,0.13183253,0.18465647,-0.009348317,-0.024351917,-0.1761627,-0.19296959,0.08715889,0.1978365,0.23044553,0.028857013,0.3050702,-0.20780872,-0.25927886,0.10240346,-0.1956436,0.2207005,-0.28308338,0.19825652,0.17692338,0.13838583,0.0173483,-0.17721504,-0.042626508,-0.2370921,-0.2104659,0.23203427,-0.0117291575,-0.15947232,0.1280343,0.1382763,0.15620148,-0.291717,0.064760745,0.096155554,0.18529704,0.1738703,0.09627729,0.010581787,-0.24709266,-0.16837835,-0.07093988,0.070564486,0.048269622,-0.206584,-0.06732497,0.16588458,-0.10808492,-0.1840486,0.066165715,-0.093452975,-0.20286644
conf_16,-0.057037294,-0.22920829,-0.072448604,-0.17182662,0.3720209,0.18480052,0.015651464,0.17839971,-0.1422875,-0.031203793,-0.18092236,0.1884879,-0.17038493,0.14873031,-0.07487417,0.20416102,0.26946846,0.07945443,-0.2534954,0.13921484,-0.1481939,-0.099935256,-0.060221758,-0.19984087,0.22158436,0.04626542,-0.1346592,-0.18854961,-0.13843833,0.18188173,0.35427803,-0.13350023,-0.12136058,0.17727052,-0.14417724,-0.14991267,-0.28796253,0.12863308,-0.15885666,-0.001670083,-0.084433965,-0.2711585,-0.36678058,0.030399568,-0.14325267,-0.19228926,-0.35505915,0.13908768,0.27269375,0.21497384,0.113683954,0.110907994,0.17788021,-0.29146856,-0.18236226,0.17808439,0.16854165,0.03453769,-0.12751341,0.16833097,-0.23456492,-0.12517644,-0.045466065,-0.23069607,0.19743869,-0.14423564,0.21383142,0.09666413,-0.057170972,0.15146653,-0.16575566,-0.014466156,-0.100359924,-0.18354526,0.19644137,-0.13134651,-0.15903889,0.10332698,0.21203487,0.23302706,-0.4660579,-0.053019356,0.06393423,0.19601488,0.11958881,0.06859242,0.19081295,-0.18399484,-0.097608514,-0.2769743,0.11033459,0.15841278,-0.23665768,0.182312,0.16420591,-0.19883387,-0.18078166,0.3083562,-0.26119822,-0.113191634
conf_17,-0.15709947,-0.07991151,0.12243448,-0.08220556,0.18769455,0.09699153,-0.035837267,0.15994407,-0.06282431,-0.22120759,0.033305984,0.39046645,-0.25416127,0.13038853,-0.25291583,0.13870786,0.24703686,-0.015818737,-0.18170989,-0.06905725,-0.03276317,-0.15239343,-0.121265106,-0.21577103,0.12979896,0.3636697,-0.22769432,-0.14774147,-0.11152933,-0.29043612,0.088524505,-0.20314147,-0.20898889,0.19618759,0.14436923,-0.21194197,-0.21047215,-0.270539,-0.17667876,0.11404948,0.02844689,-0.26079735,-0.41071728,-0.3624771,-0.064650215,-0.22627872,-0.061527703,0.20055759,0.42324555,0.16663843,0.22378245,0.17478497,0.15933062,-0.19895238,-0.24380994,0.057844825,0.3056914,0.19691293,-0.04349802,0.005328714,-0.1992987,-0.18436839,0.025116554,-0.29140246,0.18154205,-0.40488943,0.17691112,0.17730743,-0.16205217,0.08962571,-0.16937286,-0.34670883,0.07975676,-0.34569895,0.28783086,0.08088462,-0.19347414,0.100738674,0.19628015,0.1567467,0.2174771,0.059832484,0.36700174,0.13164046,0.26302302,0.02158248,0.036836535,-0.048635915,-0.059406817,-0.04908038,0.18437669,0.2127488,-0.15628104,0.032345235,0.23907584,-0.18348265,-0.12732163,0.08230775,-0.12241314,-0.015894772
conf_18,-0.20725688,-0.20746791,0.2266585,-0.17132606,0.1503062,-0.073151074,0.19838133,0.17379789,-0.14296144,-0.21750812,0.08945343,0.29965624,-0.19690254,0.10110215,-0.2291793,0.24629375,-0.14663976,-0.2356665,-0.027510505,-0.032357056,-0.2153056,-0.15106262,-0.15976378,-0.15136802,0.083738066,0.110981695,-0.086850934,-0.11622502,-0.19812357,0.24142396,0.17920938,-0.12070585,-0.20459375,0.2526129,0.15718396,-0.123995416,-0.31382287,0.24210453,-0.153656,0.13133278,0.003517754,-0.23496126,-0.16160132,-0.0848113,-0.25817674,-0.1850751,-0.34854484,0.16753252,0.37240374,0.0927917,0.14058301,0.21930099,-0.036528025,-0.17027679,-0.1527696,0.13376163,0.18624748,0.14954972,-0.14766261,0.036984455,-0.3184466,-0.043707985,-0.0012158303,-0.27544326,0.20141992,-0.13377087,0.15280256,0.24092598,-0.27262053,0.13406798,-0.07817356,0.07025796,0.007003264,0.0069762706,0.13225985,-0.31834903,-0.3660347,0.18390717,0.26826373,0.18249245,-0.1985188,0.18236206,-0.33826202,0.14774849,0.11535565,0.034397546,0.045080695,-0.26214063,-0.1885429,-0.10771631,0.16388348,-0.10181286,-0.1649476,0.23638093,-0.011865869,-0.102521166,0.015046704,0.14802335,-0.14636244,0.11752646
conf_19,-0.24590072,-0.17968173,0.15958643,-0.25036162,-0.0019368549,-0.12494395,0.13802937,0.1765017,-0.1728305,-0.18043388,0.17555663,-0.25118777,-0.25482246,0.17902216,-0.22775865,0.23316047,-0.022278467,-0.061267976,-0.20399337,-0.01882726,-0.058966517,-0.3269675,0.32325473,-0.18916321,0.17846735,0.19942933,-0.20781304,-0.15540197,-0.1453833,0.11935043,0.12992361,-0.20080458,-0.27540943,0.29433507,-0.11371288,-0.120892264,-0.036903597,-0.021595627,-0.068827696,0.016895918,-0.07928204,-0.23857826,-0.19116718,-0.030102814,-0.12014503,-0.2943679,0.40995637,0.218269,0.14521027,0.1743827,0.23412822,0.10133064,-0.13410193,-0.1402208,-0.1539813,0.111133285,0.26325527,0.1912042,-0.18432565,-0.059411567,-0.12961955,-0.29784003,0.06646549,-0.25129485,0.13818224,-0.030245546,0.20731811,0.15884066,-0.030910093,0.20395882,-0.20137623,-0.14221197,-0.037788596,-0.10503609,0.14648584,0.1615797,-0.19387588,0.22399466,0.38669202,0.21141541,0.25853726,0.23341723,0.3192554,0.18533722,0.24498549,0.13695985,0.033653177,-0.15373711,0.15723473,-0.20488149,0.16719228,-0.19990876,-0.17200364,0.22238146,0.084063604,-0.23275153,-0.21334969,-0.091725215,-0.120849594,0.25872773
