conf,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34,c_35,c_36,c_37,c_38,c_39,c_40,c_41,c_42,c_43,c_44,c_45,c_46,c_47,c_48,c_49,c_50,c_51,c_52,c_53,c_54,c_55,c_56,c_57,c_58,c_59,c_60,c_61,c_62,c_63,c_64,c_65,c_66,c_67,c_68,c_69,c_70,c_71,c_72,c_73,c_74,c_75,c_76,c_77,c_78,c_79,c_80,c_81,c_82,c_83,c_84,c_85,c_86,c_87,c_88,c_89,c_90,c_91,c_92,c_93,c_94,c_95,c_96,c_97,c_98,c_99,c_100,c_101,c_102,c_103,c_104,c_105,c_106,c_107,c_108,c_109,c_110,c_111,c_112,c_113,c_114,c_115,c_116,c_117,c_118,c_119,c_120,c_121,c_122,c_123,c_124,c_125,c_126,c_127,c_128,c_129,c_130,c_131,c_132,c_133,c_134,c_135,c_136,c_137,c_138,c_139,c_140,c_141,c_142,c_143,c_144,c_145,c_146,c_147,c_148,c_149,c_150,c_151,c_152,c_153,c_154,c_155,c_156,c_157,c_158,c_159,c_160,c_161,c_162,c_163,c_164,c_165,c_166,c_167,c_168,c_169,c_170,c_171,c_172,c_173,c_174,c_175,c_176,c_177,c_178,c_179,c_180,c_181,c_182,c_183,c_184,c_185,c_186,c_187,c_188,c_189,c_190,c_191,c_192,c_193,c_194,c_195,c_196,c_197,c_198,c_199
conf_77,0.221578,0.11759012,-0.17330502,0.11063495,0.03758754,-0.19246614,0.06316358,0.10133945,0.18659936,-0.19854757,0.206491,0.08943434,-0.14041102,-0.010956575,0.10997148,0.049942054,0.0783315,-0.1454909,0.09111301,-0.23938026,0.18202762,-0.19927324,0.23961398,-0.07142956,-0.294871,-0.29910314,-0.24679823,0.067620195,0.16204752,0.09626544,-0.06803541,0.06193741,0.13310745,0.08388003,0.04727152,-0.0072598653,-0.11808927,0.15083675,0.032900117,-0.08922823,0.058683,0.023158612,-0.16694303,0.046854038,-0.09853064,0.167257,0.20298105,-0.036916703,0.08181588,-0.028405478,0.08170558,-0.066111416,0.2169113,0.36759245,0.16626853,-0.19415107,-0.053995587,-0.121683866,-0.32819214,0.026479496,0.10565747,-0.112418935,-0.093299136,-0.1309245,0.08289503,0.11324658,-0.101656355,-0.044371665,0.100345306,0.14088008,-0.024919474,-0.034098152,0.058917765,0.04502087,-0.17828225,0.2211333,0.019848848,0.15346602,-0.13428113,0.22129148,-0.0434913,0.1000305,0.089864306,-0.120046034,-0.071033336,-0.09934785,-0.17691396,0.039818827,-0.15719916,0.11197669,-0.08185502,0.1954719,0.15851629,-0.12176173,0.17412908,-0.31209344,-0.07683547,-0.20384352,-0.059530605,-0.11335291,0.061585583,-0.177287,-0.13047627,-0.022914335,-0.2949596,0.21655813,0.28619814,0.09288794,-0.0025530616,0.18438856,0.10781504,-0.20964484,0.058740873,0.16225514,-0.13796598,-0.03259241,0.052169614,-0.19033137,-0.044679258,0.007998827,0.21857831,0.103419855,0.13505682,0.15135907,-0.057017837,-0.19790488,0.16152754,-0.1825632,0.17177123,-0.17597537,0.1571111,0.11072882,0.17328188,-0.047581293,0.13186026,0.21787386,0.12131697,0.26020408,0.019619023,-0.044077303,-0.08065815,-0.09852019,-0.14566483,-0.19285712,0.122466035,-0.24520853,-0.16687812,-0.18909045,-0.18719557,0.24977347,-0.27751827,-0.17489707,0.09887298,-0.1049807,0.115274094,-0.0009626387,0.20491004,-0.20959677,0.15589921,-0.108247675,0.12796317,-0.17406255,-0.07211409,0.16534695,-0.12128996,0.05723952,0.23047483,-0.12651351,-0.044645086,-0.12834759,0.19089937,-0.24818584,0.04388496,-0.19085865,-0.13826777,0.16179854,-0.07240845,0.19009627,-0.15723385,-0.14664063,0.22695343,0.33562142,-0.13783373,0.08025803,0.18786569,-0.14709355,0.04164862,0.15760326,-0.14293402,0.044746634,0.004947048,0.030627936,-0.087906554,-0.17225707,0.016789405,-0.1850813,-0.24603194,-0.025653208,-0.095105045,0.14663379
conf_78,-0.11903267,0.17333496,-0.12658519,0.2629886,-0.21684523,-0.12491275,0.18332961,0.17142625,0.12183993,-0.037047304,0.018950434,0.10411907,-0.29342535,0.13798223,0.081519105,0.28600413,0.19390592,-0.16393542,0.13558063,-0.091142066,-0.063224435,-0.15426458,0.16177064,-0.085193664,0.03418818,0.051228214,-0.06733216,0.1521909,0.015866451,0.086122036,-0.11031058,-0.1126052,0.08979092,0.14026967,0.062017817,-0.063237324,-0.13879152,0.10405613,0.0808447,-0.22898626,-0.035522625,0.13238627,-0.03237226,0.15124063,-0.021760583,0.03662491,-0.08128828,-0.18324585,0.16907576,0.031185783,0.08537009,-0.12313135,-0.20466912,0.17397197,0.06784938,-0.07341239,-0.09716722,-0.044134,-0.20179017,0.10843363,-0.097258106,-0.04667061,0.039535932,-0.17469616,0.11674656,0.15008089,-0.19423975,0.37739673,0.2046708,0.34119967,-0.18954651,-0.17450184,-0.19752014,0.16780476,-0.09920187,0.08699918,0.22763285,0.21610163,-0.045714974,0.068511754,0.012218835,-0.036736995,0.1470255,-0.159122,-0.10882709,0.020953715,-0.24393098,-0.13825373,0.13806438,0.037631128,-0.069050014,0.088046916,0.13061203,-0.13031314,0.027356919,-0.2692252,0.192937,-0.18780728,0.14087261,-0.15955356,0.21413317,-0.19251353,-0.075906835,-0.1535373,-0.06635081,0.05769817,0.041715458,0.100651056,0.2409849,0.13820319,0.19965515,-0.14463769,0.51348466,0.19203,-0.26614505,-0.16741268,0.32840773,-0.11571014,0.21110126,0.11733285,-0.036315512,-0.10242019,-0.3449501,-0.31340587,-0.078363284,-0.23032212,-0.026417598,-0.0364311,0.20747451,-0.14212681,-0.025537688,0.17209628,-0.007737768,0.1346033,0.124591716,0.10286313,0.29546613,0.058207393,0.09438335,-0.012095443,0.1233574,-0.1516149,-0.26137584,0.03146465,0.15623015,-0.18449388,-0.104422234,-0.06222369,-0.09752779,0.08412543,-0.10378334,-0.025749378,0.14333741,-0.093407884,0.16109464,-0.0724132,0.014825637,-0.14295034,0.2446487,-0.023967026,0.28008208,-0.14927663,-0.17199424,0.12228647,-0.14514655,-0.2730073,0.20614053,0.2167348,-0.004481873,-0.13420537,0.0324038,-0.02489966,0.12428786,-0.105585724,-0.26662514,0.01729987,-0.07507369,-0.00842043,-0.2706137,-0.12420989,0.18010294,-0.293767,-0.24551512,0.18712233,-0.10950207,-0.23092456,-0.044127136,0.07447956,-0.21824476,-0.0373768,0.018685414,0.19221373,-0.01568102,0.09211863,0.07415104,0.010143815,-0.14884563,0.10960413,-0.14409776,0.15157619
conf_79,0.24371389,0.14911564,-0.13452299,0.13107572,-0.15764633,0.028645834,0.103419825,0.2266685,0.11902409,-0.21536458,0.105958655,0.16452648,-0.24289912,0.117184445,0.01884422,0.014874839,0.12177344,-0.118771285,0.14432642,-0.096161425,-0.17024659,-0.14290927,0.128289,-0.15253401,0.03477904,0.18471958,-0.20418583,0.089373834,0.14556544,0.07972752,-0.110666886,-0.0717231,0.17271695,0.077881835,0.18835679,0.0143164,-0.09503503,0.1260456,0.06184941,0.037921716,-0.22886214,-0.17176439,-0.22570905,0.06576432,-0.10848539,0.18598805,0.085768156,-0.15163605,0.09271824,-0.096560635,-0.061927397,-0.18819612,-0.23857689,0.0004887883,0.17471658,-0.22167633,-0.143122,-0.18144488,-0.3269181,0.15837626,0.15736629,-0.13507691,-0.21162692,-0.10851142,0.068392545,0.18442811,-0.15063153,0.23963974,0.13498294,-0.168657,-0.14880052,-0.13841276,-0.21602029,-0.04962136,-0.049068786,0.1550179,0.10558904,0.07061664,-0.091906615,0.2391749,0.28457505,-0.039102547,0.1760787,-0.20178483,-0.15156136,0.18431324,-0.11052206,-0.017599588,-0.010064075,0.16146673,-0.07844917,0.26447955,0.11238838,-0.19164576,0.17112634,-0.13148099,-0.117717646,-0.14983611,0.196717,-0.07823196,0.23014161,0.22446969,-0.20339192,-0.15095453,-0.19522312,0.23028882,0.022916816,-0.07870206,0.09565825,0.0007167255,0.1917254,-0.19074021,0.008604898,0.11539124,-0.17603599,-0.17234628,0.099759005,-0.07627969,0.02696728,0.1680916,-0.098272555,0.21795258,-0.17556724,-0.13792993,-0.116828844,-0.07881328,0.084494784,-0.06494686,0.16234301,-0.17242993,0.14910866,0.2175507,0.16730642,0.086372316,-0.0015475042,0.14876056,0.114410855,0.24975997,0.10158898,-0.15145677,-0.06088708,-0.14012195,-0.10855397,-0.14123544,0.18778083,-0.09387718,-0.2008312,0.0369871,-0.18699206,0.19234349,-0.22990382,-0.021743305,0.15628888,-0.23350787,0.16301298,0.07447592,0.031074133,-0.22356778,0.07697694,0.15000182,0.14666706,-0.18961564,-0.08812373,0.18795615,-0.047731724,-0.09800827,-0.0105803795,0.011253337,-0.083235115,-0.2395414,0.009446722,-0.118391946,0.16144738,-0.14715198,-0.107646495,0.148998,-0.15189654,0.11659687,-0.09381247,-0.15956347,0.064448185,-0.2182429,-0.11489261,0.14961906,0.1101205,-0.17122255,-0.20598112,0.18826306,-0.11875745,-0.025802681,0.05277987,-0.06515898,-0.10477719,-0.12621601,0.0422037,-0.037258185,-0.077742934,0.1168537,-0.08186452,0.17378387
conf_80,-0.059090793,0.0062240446,-0.24004562,0.07401943,-0.15236047,-0.18956119,0.18851452,0.11113381,-0.00331957,-0.08632248,0.2353842,0.08220549,-0.16173483,0.14621799,-0.046470325,0.21101756,0.09419541,-0.06379986,0.11573391,-0.124446236,-0.04814262,-0.16996764,0.24739628,-0.108991675,-0.36719868,0.14391781,-0.20727953,0.1297704,0.13138105,0.06949344,-0.17953737,0.16342011,0.27905008,0.14480253,0.08203475,-0.13760015,-0.2676236,0.11068032,-0.030563528,0.12569998,-0.14421235,-0.13358562,-0.17953452,0.1704725,-0.16359213,-0.07540587,0.077348284,-0.22777218,0.17577597,0.4493656,0.23075755,-0.121000126,-0.31142786,0.07355835,0.18539025,-0.17693815,-0.21538387,-0.14004771,-0.14379053,0.061074197,0.0842956,-0.10898416,-0.10893074,-0.07526821,0.10376178,0.17969073,-0.16259357,0.07982464,0.16513683,0.02827051,-0.1905467,-0.09211064,0.2731523,0.3572404,-0.18811826,0.16609122,0.14399059,0.25956076,-0.067691356,0.1553022,-0.03564171,0.13357994,0.26897714,-0.11142559,0.0155920135,-0.002401902,-0.16154566,0.18377657,0.09657925,0.23831561,-0.1066843,-0.029169558,-0.025172368,-0.18609424,0.17960593,-0.20051023,-0.19406384,-0.29121026,0.16667145,-0.11903972,0.11542869,0.073971294,0.010896056,-0.075985014,-0.16737431,0.21597251,0.08585698,-0.16381931,0.048337433,0.042912822,0.100320466,-0.18812338,0.10251927,0.06468726,-0.15416944,-0.105921276,-0.18676643,-0.15471832,0.10490597,0.11329242,-0.21947509,0.12413746,0.08635565,-0.17110008,-0.006382466,-0.08044532,0.19580638,-0.14198186,0.19397931,-0.14473785,-0.0078664785,0.15161929,0.19960131,-0.034829732,0.2050912,0.10414403,0.1455417,0.09681589,0.15682743,-0.43593273,0.22955553,-0.07204585,-0.11824785,-0.16480568,0.13212916,-0.1328354,-0.12624301,-0.060419954,-0.013183482,0.08211592,-0.12041213,-0.16913275,0.07015863,0.0226917,0.17468178,0.031001009,-0.34655416,-0.02986981,0.054880887,-0.07169718,0.18103717,-0.15904792,-0.16020493,0.1662562,-0.10780522,-0.0806535,0.16574013,-0.14888528,-0.18170567,-0.08527186,0.0032070286,-0.13142449,0.088793755,-0.17008674,-0.097217895,0.008961659,0.14131969,0.22708711,0.015855188,-0.13029434,0.075856104,-0.024033874,-0.28912407,0.10048454,0.1584059,-0.2439131,0.11405953,0.20956041,-0.24046762,-0.1151118,-0.026527977,0.21876803,0.19535914,-0.14398393,0.103459656,-0.115510374,-0.17916596,0.09727486,-0.1743135,0.23715107
conf_81,-0.058054946,0.03282687,-0.03273826,0.104938984,-0.16464406,-0.09816551,-0.059012473,0.18209967,0.07809004,-0.062205542,0.15499337,0.20481807,-0.19407378,0.043375902,0.06513718,-0.0015216599,0.24750136,-0.05941425,0.14478403,-0.19778219,-0.033831276,-0.09308184,0.15983525,-0.0032735672,-0.19997223,0.028170697,-0.074765965,-0.002785787,0.14537363,0.14523682,-0.21118498,0.19632828,0.13217722,0.10757266,0.19108433,-0.24033986,-0.06589134,0.17196558,0.054840725,0.051710494,-0.18409573,-0.15047908,-0.18313335,-0.011042236,-0.087426886,0.16382955,0.17708705,-0.15277447,0.0980771,0.26264262,2.5724523e-05,-0.16034016,-0.11645387,0.019941757,0.05709119,-0.2146618,-0.10404781,0.029168587,-0.18776314,0.24331331,0.09596217,-0.19547932,0.064007066,-0.22351648,0.20078805,0.12565961,-0.15766165,0.19108704,-0.03747322,-0.1596364,-0.08998118,0.031397752,-0.122086495,0.16576533,-0.23852931,0.16374408,-0.14250322,0.106728815,-0.066311,0.16352908,0.46016544,-0.06270683,0.10014695,-0.19167152,-0.248542,-0.08572396,-0.050884888,-0.06483886,0.15951815,0.25918922,-0.23126017,0.19983506,0.10919589,-0.245574,0.095086016,-0.27481112,-0.22449663,-0.20538563,-0.2393727,0.26062787,0.1030303,-0.12230971,-0.27510425,-0.08564298,-0.2396522,0.20031446,0.075887434,0.07018341,0.2830775,0.09472431,0.24595158,-0.1455754,-0.12625162,0.28680712,-0.10099246,-0.1484406,-0.17452036,-0.07284959,0.21461873,0.11976643,-0.15710852,0.24909844,0.2581114,0.23449154,-0.19468874,-0.2767324,-0.0060400525,-0.10444902,0.16690874,-0.22580439,0.15546346,0.12046901,0.118724965,-0.15814254,-0.19206119,0.09574074,0.135585,0.30537274,0.12773646,-0.08524474,-0.122332945,-0.058008235,-0.11737431,0.085116886,0.10382561,-0.13894904,-0.13587755,-0.1772479,-0.17770022,0.14578576,-0.12711994,0.1871383,0.23083921,0.051397875,0.13682862,0.3720623,-0.06865026,-0.17935193,0.23559946,0.12994461,0.18572055,-0.10064579,-0.11733673,-0.008267069,-0.13433464,0.50453186,-0.03225353,0.18475214,-0.10826764,-0.011355693,-0.26218665,-0.19569962,0.028304454,-0.10601797,-0.07019312,0.0962267,-0.31590065,0.21323434,-0.13385977,-0.010394142,-0.04256941,0.044981677,-0.106125765,0.18341821,0.19906396,-0.12571609,-0.25764114,0.11362317,-0.1930164,0.18834762,0.022253504,0.21858798,0.020288428,0.02408595,0.09676723,-0.057019606,-0.14057837,0.024757188,-0.06596021,0.17530647
conf_82,-0.026016142,0.193536,-0.13942002,0.12321558,-0.2161353,-0.01704856,0.08413826,-0.018571883,0.18075092,-0.25287545,0.19105983,0.17772654,-0.12074901,0.08709996,0.0025035802,0.18884903,0.1543531,-0.016661763,0.05178021,-0.14724588,-0.24896601,-0.09291927,0.15605134,-0.13902523,-0.115066975,-0.10344482,-0.1991711,0.008302698,0.24397647,0.17721325,-0.019582702,-0.004444972,0.19267137,0.14003293,0.19658557,-0.22673629,-0.27109104,0.1365857,0.020208236,0.02249098,-0.24708003,-0.014900068,-0.22771275,0.15907992,-0.19169259,0.19471446,0.13411321,-0.113177285,0.1781762,-0.038069744,-0.08955098,-0.14771985,0.33510482,-0.071432,0.22855675,-0.1627985,-0.15938061,-0.23249164,-0.29159304,0.22757822,0.06201701,-0.14154299,-0.2134116,-0.2385262,0.16302718,0.17023298,-0.123629704,0.18658222,0.18301201,0.1831666,-0.2360755,-0.08086303,0.090477765,0.15228422,-0.21765605,0.08733946,0.24732848,0.1385165,-0.17079027,0.05472335,-0.22815458,0.07978962,0.042199377,-0.14063527,-0.18133126,0.042767197,-0.19575724,0.120967224,-0.1396728,0.023614446,-0.16927713,0.047648992,0.1689075,-0.09632198,0.22267777,-0.21070349,0.1522276,-0.09146589,0.18283544,-0.22461794,0.14477736,-0.1856607,-0.19410439,-0.2267726,-0.13484797,0.14031142,0.089290686,-0.09717671,-0.17104216,-0.08848822,0.23437949,-0.10352166,-0.32810864,0.15833904,-0.13272431,-0.24034286,-0.11076296,-0.16546558,-0.076180816,0.11307628,0.3389181,0.07713346,-0.18904537,0.02932287,-0.10490061,-0.021156425,0.01602003,-0.15762004,0.012123609,-0.063015506,-0.13862315,0.2033969,0.20065248,-0.11035592,0.15461302,0.18754536,0.20179728,0.18176895,0.06988105,-0.06756819,0.01164438,-0.11603291,-0.20029676,0.04229112,0.07617346,-0.22796617,-0.05368606,-0.16775808,-0.13250199,0.10785552,-0.26998276,-0.2441747,0.18631408,-0.06663119,0.10839325,0.29115164,0.19300403,-0.17262898,-0.026661707,0.03926833,0.17282052,-0.13434844,-0.12411422,0.15794119,-0.14807431,-0.028682863,0.14768852,-0.050573662,-0.10640429,-0.10212549,0.23303887,-0.11486768,0.03834244,-0.16798824,-0.2359405,0.10019678,-0.012733172,-0.03857491,0.12027172,-0.06718199,0.27581638,0.13197494,-0.15559202,0.16598037,0.16255006,-0.1573753,0.020706203,0.12148733,-0.1738243,-0.2132752,-0.032345783,0.16030332,-0.041614354,-0.23778245,0.10099261,-0.13904208,-0.20380081,0.18625508,-0.16764797,0.20694208
conf_83,-0.1824414,0.15134974,-0.024395792,0.19562717,-0.04497773,-0.024855727,0.038334757,-8.301533e-05,0.20944415,-0.034329772,0.11491174,0.06015466,-0.1989956,0.2048082,-0.14384276,0.045314334,0.14675748,-0.062342934,0.07643957,-0.13487478,-0.24633883,-0.15356046,0.15295203,-0.07723163,0.15346068,0.2117388,-0.20180896,0.107540675,0.14847867,0.17143534,-0.066797376,0.20674844,0.0723521,0.2006568,0.16384265,-0.12001994,-0.2871025,0.072202764,-0.026646452,-0.103864685,-0.17795192,-0.15565975,-0.13562568,0.22680861,-0.20434125,0.06638102,0.15026984,-0.13328958,0.0995755,-0.15967278,0.24138056,-0.032020424,-0.09847294,-0.39595628,0.20591766,-0.17577267,0.0329848,-0.1551558,-0.1728788,0.17928287,0.21386537,-0.12946665,-0.13396508,-0.10977097,0.18087779,0.19238836,-0.22218257,0.23113951,0.049292084,-0.26121426,-0.09821644,-0.038288236,0.00042000174,0.05310556,-0.17714018,0.104714476,-0.07510055,0.13728641,-0.035794258,0.1606625,0.09343499,0.14311528,0.06584426,-0.19872002,-0.14818148,0.1867559,-0.099547245,-0.07777432,-0.1965502,0.120153576,-0.04645832,0.24788602,0.116750084,-0.19022253,0.15784416,-0.16338845,-0.0007875026,-0.105986975,0.030814406,0.0041671717,0.1330296,-0.112288706,-0.26816985,-0.11341635,-0.13881657,0.19898385,0.0642956,-0.23168197,-0.047603186,0.25881186,0.16556685,-0.092462584,0.20269215,0.08857941,-0.27648404,-0.17521587,0.029338924,-0.07728981,0.07169087,0.17614384,-0.035440188,0.17475672,-0.16031112,-0.1458825,-0.11373551,-0.18138386,-0.044089947,-0.10206456,0.052376416,-0.17409688,0.2512241,0.16856763,0.3198943,-0.30803782,-0.10730416,0.20682885,0.22993521,0.22789028,0.17212397,-0.1493449,-0.04706932,-0.1708104,-0.19925,-0.07081718,0.079222865,-0.19344829,-0.13571244,-0.19851696,-0.14367355,0.24207976,-0.21073622,0.013153493,0.23021568,-0.15231472,0.157233,0.18626933,0.16980572,-0.14467716,0.16161112,0.057547648,0.07117823,-0.13377154,-0.1536663,0.29501736,-0.038589455,-0.0795624,0.12474014,0.22018187,-0.15457867,-0.08026303,-0.1834452,-0.1932058,0.15496387,-0.1301802,-0.16782387,0.031048095,-0.2889116,0.10882987,-0.08527895,0.06962932,0.18571897,-0.1528333,-0.22000863,0.24334842,0.13960485,-0.16544312,-0.2364447,0.15127027,-0.10337929,-0.029571962,0.08408861,-0.09443879,0.09981764,-0.27720034,0.0005061814,-0.048712213,-0.118352056,0.118888214,-0.076229624,0.12135684
conf_84,-0.1499752,0.17340656,-0.043381646,0.02112675,-0.16196954,-0.12387397,0.07958005,0.07877124,0.0639361,-0.15685038,0.20629911,0.2293733,-0.05672859,0.17168322,-0.21713766,0.11726492,0.08087373,-0.024430083,0.15888765,-0.23168021,-0.2521959,-0.09357758,0.24542257,-0.08942541,-0.2222331,0.16837461,-0.17551081,0.24760836,0.11552253,0.114559226,-0.119010925,0.11750623,0.23435073,0.13707691,0.08191649,-0.07667616,-0.11995396,0.13836513,-0.02123014,-0.13372046,-0.21364795,0.0497333,-0.15391903,0.124827184,-0.2114163,0.18974979,0.14644758,-0.18442586,0.13334706,0.1316717,-0.119064465,-0.096874006,-0.05764437,-0.024474937,0.13725378,-0.08860056,0.06429096,-0.22032982,0.05091672,0.018228611,0.22810878,-0.120428085,0.037428986,-0.20630659,0.13825022,0.17938052,-0.0952864,0.13195866,0.12756075,0.115591615,-0.20625769,-0.2834084,-0.0018329469,0.055878874,-0.15014367,0.11571989,0.20853685,0.04365262,-0.0394371,0.122253984,-0.12154346,0.11087177,0.08407777,-0.15045638,-0.07191266,0.11002092,-0.1723404,-0.0013549924,-0.12521128,0.111277625,-0.15200116,-0.025021655,0.24159557,-0.13384712,0.044342287,-0.13317005,0.014464852,-0.07669748,0.21170232,-0.07787559,0.092609376,-0.2706234,-0.32913357,-0.17040823,-0.012656126,0.07929143,-0.050540496,-0.11710045,-0.2921655,0.12419461,-0.009221235,-0.05687962,-0.1657114,0.19740926,-0.13574369,-0.073328376,-0.08813528,-0.077888444,0.054600976,0.08636725,0.28233778,-0.09416694,-0.097613856,-0.26412055,-0.075206384,0.19847696,-0.0686495,-0.1885345,0.15822189,-0.10553626,-0.0011633527,0.15481786,-0.32881433,-0.16938494,0.0993709,0.10632479,0.14649305,0.05438687,0.13682972,0.122039564,0.061074324,-0.14612627,-0.1733533,-0.23238203,0.08037031,-0.01854138,-0.05441732,-0.10398413,-0.14265463,0.12489805,-0.09536565,0.1104031,0.16926895,-0.05077827,0.0373662,-0.0545132,0.39550585,-0.12624821,0.1581885,-0.13381325,0.14129877,-0.15070544,-0.10948975,0.18925285,-0.26619267,-0.16927324,0.03361918,-0.13337554,-0.07595122,-0.18526947,0.2634581,-0.23170027,0.09666777,-0.17299208,-0.23022015,0.15241043,-0.19078794,0.14004159,-0.0050506853,-0.025951115,0.054107323,0.07083811,-0.1728574,0.066635445,0.25725496,-0.099255666,0.12408545,0.16516094,-0.17471324,0.057019,0.03092216,0.28335735,-0.25956318,-0.3344738,0.13073319,-0.19781436,-0.24294741,-0.009052303,-0.058949165,0.17118682
conf_85,-0.020786475,0.14102499,-0.23076089,0.12447693,-0.06949679,-0.15231492,0.124050096,0.18281426,0.10566406,-0.12627849,0.25076264,0.08318077,-0.10238322,0.16826504,-0.066353485,-0.07601996,0.13560012,-0.1354183,0.16715172,-0.12024055,-0.07008246,-0.12542647,0.24391164,-0.02615641,-0.2323007,0.29556066,-0.16132142,-0.069850065,0.09997281,0.1898097,-0.17415991,0.27329534,0.13278337,0.17194636,0.16166724,-0.052190665,-0.22639033,0.14478147,0.23335896,-0.16869153,-0.11841255,0.13862348,-0.1652892,-0.0012529597,-0.07249759,0.20038892,0.17405672,-0.16223975,0.1389024,0.017345507,0.0024973229,-0.17254275,-0.101364486,-0.009756927,0.16761133,-0.19463862,-0.21144661,-0.16032447,-0.075007126,0.04621364,0.18285578,-0.126687,-0.092080735,-0.21409115,0.14061858,0.16300161,-0.16692556,0.0025412003,0.17891704,-0.14073375,-0.14444658,-0.22016343,0.053815562,0.21858655,-0.06951864,0.02707267,-0.081193104,0.15599719,-0.080999516,0.21992646,-0.18247466,0.09179153,0.16972496,-0.2672262,-0.0664646,0.0110922,-0.11132549,0.07813009,0.058013476,0.14707819,-0.10564901,0.1539321,0.046384707,-0.121388204,0.23877926,-0.2391503,-0.25063998,-0.14441241,0.2540693,-0.13012512,0.023587614,0.10958225,-0.12330944,-0.08710571,-0.18020904,0.13112864,0.261561,-0.062160607,-0.22005631,0.13295786,0.17726651,-0.18900588,-0.11053306,0.18854153,-0.14818576,-0.19093704,0.27357644,-0.1173568,0.124685206,0.08587962,0.116366304,0.16546874,0.22618164,-0.06691065,-0.1521178,-0.058354188,0.20227955,-0.16054142,0.3145113,-0.2563048,0.39273083,0.17545073,0.24097311,-0.09233753,0.2716109,0.13178112,0.13645855,0.22181529,0.15629725,-0.046560522,0.13814984,-0.24533007,-0.10316112,-0.13157405,0.13923866,-0.09312727,-0.11970239,-0.29584575,-0.123919986,0.19326285,-0.12318264,-0.014688897,0.10450203,-0.1755968,0.09478511,0.16501223,0.16311139,-0.2603159,0.17662527,-0.23026736,0.08852717,-0.14889641,-0.15236863,0.111129,-0.07991542,-0.13158497,0.19323634,-0.18136592,-0.090111606,-0.19486536,0.09372617,-0.20882015,0.039969698,-0.18043761,-0.078686744,0.21332678,-0.19864531,0.14988334,-0.0692097,-0.072459705,0.047577072,-0.13296445,-0.2195598,0.12699695,0.18287635,-0.18145624,-0.28254813,0.18920451,-0.11488777,-0.13210808,0.3158797,0.43205866,-0.2956622,-0.080899596,0.18990003,-0.17560707,-0.14611869,0.08369598,-0.10402604,0.15932941
conf_86,-0.09500183,0.20674466,-0.19228792,0.009081551,-0.23601939,-0.087118976,0.18767749,0.1971267,0.14896108,-0.08731008,0.28771895,0.11207539,-0.17617375,0.01097891,-0.08479002,0.34441003,0.20024052,-0.1891724,0.10994977,-0.056204252,-0.100052156,-0.12342515,0.1698317,-0.32557806,0.063962325,-0.04279693,-0.14042222,0.21702473,0.13819985,0.2084393,-0.16192465,-0.14782403,0.08603467,0.19305779,0.10627942,0.19943462,-0.11243091,0.18626206,0.22376668,-0.031090971,-0.08723667,-0.08910557,-0.23933026,0.09382906,-0.07586112,0.159628,0.05650794,-0.20825629,0.12161619,0.03273961,0.13813856,-0.0025896071,-0.010375582,0.04390338,0.13531718,-0.18076457,-0.09094992,-0.16358307,-0.17837113,0.13823286,0.3242047,-0.04624094,-0.04311425,-0.07302416,0.19193438,0.16410711,-0.16317376,0.04841637,0.18465887,0.23187073,-0.21601184,-0.12042112,-0.044352368,0.25424656,-0.18027851,0.13345155,0.17776662,0.13209821,-0.16609575,0.12469306,-0.04657929,-0.1649558,0.15590578,-0.17056368,-0.19734225,0.07270756,-0.2785284,0.15076564,-0.041523296,0.09651312,-0.0048918533,0.06700619,0.17495868,-0.1351996,-0.018751025,-0.14616852,-0.08247063,-0.018291766,0.3782133,-0.20499511,0.137942,-0.051794644,0.011539982,-0.2703684,-0.2002861,0.17841177,-0.056436755,-0.17014022,-0.067864954,0.02144597,-0.039205234,-0.1097108,0.12777333,0.14678176,-0.2377157,-0.029899165,0.22872004,-0.13303913,-0.00769516,0.099746734,-0.01801149,0.224119,-0.1563349,-0.13014272,-0.24595842,-0.14162974,0.03170511,-0.06156868,0.16736111,-0.20579368,0.22100322,0.14957763,-0.28450215,0.02030179,0.06429491,0.22680429,0.10093517,-0.026464343,0.08158538,-0.0336126,-0.008305237,-0.16738336,-0.151395,-0.19102208,0.13043007,-0.09899016,-0.242151,-0.055959642,-0.1144871,0.11105718,-0.116644345,0.017323371,0.15653545,-0.28181562,0.13826701,0.0058160117,0.019387042,-0.18490268,0.05308736,-0.121083975,0.043483794,-0.13295777,-0.052921463,-0.0045036497,-0.11779258,-0.12637408,0.083406806,-0.112171106,-0.22393757,-0.10495867,0.1397157,-0.17791091,0.13556151,-0.21176037,-0.13015394,0.058360662,0.023133598,0.06583182,-0.026606135,-0.23486887,0.12910199,-0.08713289,-0.15159786,0.21779013,0.1335634,-0.0776363,0.112233646,0.16045122,-0.119044766,-0.10412425,0.1692618,-0.075511284,-0.1692897,-0.10442045,0.16894652,-0.18414998,-0.19163638,0.13132401,-0.2501997,0.1637561
